run_id,visitor_id,sim_time,state,mode,location
20260611_171703_102cf35c,109,66532.5029937239,in_car,car,46354890
20260611_171703_102cf35c,110,66535.76812761406,generated,car,Node1
20260611_171703_102cf35c,110,66535.76812761406,waiting_car,car,Node1
20260611_171703_102cf35c,110,66535.76812761406,in_car,car,46354890
20260611_171703_102cf35c,111,66535.91946660627,generated,car,Node5
20260611_171703_102cf35c,111,66535.91946660627,waiting_car,car,Node5
20260611_171703_102cf35c,111,66535.91946660627,in_car,car,3611512307
20260611_171703_102cf35c,112,66536.30512130223,generated,car,Node4
20260611_171703_102cf35c,112,66536.30512130223,waiting_car,car,Node4
20260611_171703_102cf35c,112,66536.30512130223,in_car,car,46493064
20260611_171703_102cf35c,113,66537.40435595333,generated,car,Node1
20260611_171703_102cf35c,113,66537.40435595333,waiting_car,car,Node1
20260611_171703_102cf35c,113,66537.40435595333,in_car,car,46354890
20260611_171703_102cf35c,114,66537.48760314581,generated,car,Node5
20260611_171703_102cf35c,114,66537.48760314581,waiting_car,car,Node5
20260611_171703_102cf35c,114,66537.48760314581,in_car,car,3611512307
20260611_171703_102cf35c,115,66538.52798910858,generated,car,Node4
20260611_171703_102cf35c,115,66538.52798910858,waiting_car,car,Node4
20260611_171703_102cf35c,115,66538.52798910858,in_car,car,46493064
20260611_171703_102cf35c,116,66540.25909502256,generated,car,Node1
20260611_171703_102cf35c,116,66540.25909502256,waiting_car,car,Node1
20260611_171703_102cf35c,116,66540.25909502256,in_car,car,46354890
20260611_171703_102cf35c,10,66540.87406724176,waiting_bus,shuttle,bus_stop
20260611_171703_102cf35c,10,66540.87406724176,in_bus,shuttle,bus
20260611_171703_102cf35c,117,66541.43156863091,generated,car,Node1
20260611_171703_102cf35c,117,66541.43156863091,waiting_car,car,Node1
20260611_171703_102cf35c,117,66541.43156863091,in_car,car,46354890
20260611_171703_102cf35c,7,66547.81789810385,parking,car,parking_lot
20260611_171703_102cf35c,9,66547.81789810385,parking,car,parking_lot
20260611_171703_102cf35c,118,66549.2687646435,generated,car,Node1
20260611_171703_102cf35c,118,66549.2687646435,waiting_car,car,Node1
20260611_171703_102cf35c,118,66549.2687646435,in_car,car,46354890
20260611_171703_102cf35c,119,66551.55435702897,generated,car,Node1
20260611_171703_102cf35c,119,66551.55435702897,waiting_car,car,Node1
20260611_171703_102cf35c,119,66551.55435702897,in_car,car,46354890
20260611_171703_102cf35c,120,66551.57377032122,generated,car,Node1
20260611_171703_102cf35c,120,66551.57377032122,waiting_car,car,Node1
20260611_171703_102cf35c,120,66551.57377032122,in_car,car,46354890
20260611_171703_102cf35c,121,66556.96527604124,generated,car,Node5
20260611_171703_102cf35c,121,66556.96527604124,waiting_car,car,Node5
20260611_171703_102cf35c,121,66556.96527604124,in_car,car,3611512307
20260611_171703_102cf35c,122,66558.19310810415,generated,car,Node1
20260611_171703_102cf35c,122,66558.19310810415,waiting_car,car,Node1
20260611_171703_102cf35c,122,66558.19310810415,in_car,car,46354890
20260611_171703_102cf35c,123,66558.3778899597,generated,car,Node1
20260611_171703_102cf35c,123,66558.3778899597,waiting_car,car,Node1
20260611_171703_102cf35c,123,66558.3778899597,in_car,car,46354890
20260611_171703_102cf35c,124,66559.74939339067,generated,car,Node5
20260611_171703_102cf35c,124,66559.74939339067,waiting_car,car,Node5
20260611_171703_102cf35c,124,66559.74939339067,in_car,car,3611512307
20260611_171703_102cf35c,125,66560.12305100045,generated,car,Node5
20260611_171703_102cf35c,125,66560.12305100045,waiting_car,car,Node5
20260611_171703_102cf35c,125,66560.12305100045,in_car,car,3611512307
20260611_171703_102cf35c,11,66562.38808799862,parking,car,parking_lot
20260611_171703_102cf35c,12,66562.38808799862,parking,car,parking_lot
20260611_171703_102cf35c,126,66564.00142234752,generated,car,Node1
20260611_171703_102cf35c,126,66564.00142234752,waiting_car,car,Node1
20260611_171703_102cf35c,126,66564.00142234752,in_car,car,46354890
20260611_171703_102cf35c,127,66566.66764905553,generated,car,Node1
20260611_171703_102cf35c,127,66566.66764905553,waiting_car,car,Node1
20260611_171703_102cf35c,127,66566.66764905553,in_car,car,46354890
20260611_171703_102cf35c,128,66567.63147668936,generated,shuttle,Bus_start
20260611_171703_102cf35c,128,66567.63147668936,walking_to_bus,shuttle,Bus_start
20260611_171703_102cf35c,129,66568.38852158353,generated,car,Node1
20260611_171703_102cf35c,129,66568.38852158353,waiting_car,car,Node1
20260611_171703_102cf35c,129,66568.38852158353,in_car,car,46354890
20260611_171703_102cf35c,130,66568.70302695004,generated,car,Node5
20260611_171703_102cf35c,130,66568.70302695004,waiting_car,car,Node5
20260611_171703_102cf35c,130,66568.70302695004,in_car,car,3611512307
20260611_171703_102cf35c,131,66570.62185205643,generated,car,Node1
20260611_171703_102cf35c,131,66570.62185205643,waiting_car,car,Node1
20260611_171703_102cf35c,131,66570.62185205643,in_car,car,46354890
20260611_171703_102cf35c,132,66571.64570634913,generated,car,Node5
20260611_171703_102cf35c,132,66571.64570634913,waiting_car,car,Node5
20260611_171703_102cf35c,132,66571.64570634913,in_car,car,3611512307
20260611_171703_102cf35c,13,66571.67209461809,parking,car,parking_lot
20260611_171703_102cf35c,14,66571.67209461809,parking,car,parking_lot
20260611_171703_102cf35c,16,66571.67209461809,parking,car,parking_lot
20260611_171703_102cf35c,133,66575.19391819797,generated,car,Node1
20260611_171703_102cf35c,133,66575.19391819797,waiting_car,car,Node1
20260611_171703_102cf35c,133,66575.19391819797,in_car,car,46354890
20260611_171703_102cf35c,134,66576.12741441242,generated,shuttle,Bus_start
20260611_171703_102cf35c,134,66576.12741441242,walking_to_bus,shuttle,Bus_start
20260611_171703_102cf35c,135,66576.92187566313,generated,car,Node1
20260611_171703_102cf35c,135,66576.92187566313,waiting_car,car,Node1
20260611_171703_102cf35c,135,66576.92187566313,in_car,car,46354890
20260611_171703_102cf35c,136,66577.46908020691,generated,car,Node5
20260611_171703_102cf35c,136,66577.46908020691,waiting_car,car,Node5
20260611_171703_102cf35c,136,66577.46908020691,in_car,car,3611512307
20260611_171703_102cf35c,137,66577.53566195193,generated,car,Node1
20260611_171703_102cf35c,137,66577.53566195193,waiting_car,car,Node1
20260611_171703_102cf35c,137,66577.53566195193,in_car,car,46354890
20260611_171703_102cf35c,4,66582.54647902066,parking,car,parking_lot
20260611_171703_102cf35c,5,66582.54647902066,parking,car,parking_lot
