run_id,visitor_id,mode,start_node_name,start_node,depart_time,arrival_time,completed,final_state
20260610_175521_48753422,2483,shuttle,Bus_start,46477307,71249.96323423785,73948.67421942866,True,scanned
20260610_175521_48753422,2484,car,Node5,3611512307,71252.22744761,71824.37898221044,True,scanned
20260610_175521_48753422,2485,car,Node4,46493064,71257.39083727523,71862.97909390609,True,scanned
20260610_175521_48753422,2486,car,Node1,46354890,71258.86462632671,71777.13186802516,True,scanned
20260610_175521_48753422,2487,shuttle,Bus_start,46477307,71259.67965714424,73950.67421942866,True,scanned
20260610_175521_48753422,2488,shuttle,Bus_start,46477307,71259.89343267218,73952.67421942866,True,scanned
20260610_175521_48753422,2489,car,Node5,3611512307,71261.30765012537,71824.37898221044,True,scanned
20260610_175521_48753422,2490,car,Node1,46354890,71262.37735381283,71781.58701579322,True,scanned
20260610_175521_48753422,2491,car,Node1,46354890,71264.67799531276,71798.59756547942,True,scanned
20260610_175521_48753422,2492,shuttle,Bus_start,46477307,71264.90876899821,73954.67421942866,True,scanned
20260610_175521_48753422,2493,shuttle,Bus_start,46477307,71270.63204815441,73956.67421942866,True,scanned
20260610_175521_48753422,2494,shuttle,Bus_start,46477307,71274.85493413948,73961.67421942866,True,scanned
20260610_175521_48753422,2495,car,Node5,3611512307,71275.06811585806,71839.34296944656,True,scanned
20260610_175521_48753422,2496,car,Node5,3611512307,71278.59305011366,71873.98023675854,True,scanned
20260610_175521_48753422,2497,shuttle,Bus_start,46477307,71281.41532222615,73963.67421942866,True,scanned
20260610_175521_48753422,2498,car,Node1,46354890,71283.19068927394,71798.59756547942,True,scanned
20260610_175521_48753422,2499,car,Node5,3611512307,71286.22476783981,71873.98023675854,True,scanned
20260610_175521_48753422,2500,car,Node1,46354890,71286.59625684928,71805.33691226601,True,scanned
20260610_175521_48753422,2501,car,Node1,46354890,71290.12596115051,71814.8382353533,True,scanned
20260610_175521_48753422,2502,shuttle,Bus_start,46477307,71290.56915625001,73965.67421942866,True,scanned
20260610_175521_48753422,2503,shuttle,Bus_start,46477307,71293.63065782987,73967.67421942866,True,scanned
20260610_175521_48753422,2504,shuttle,Bus_start,46477307,71294.62288278587,73972.67421942866,True,scanned
20260610_175521_48753422,2505,shuttle,Bus_start,46477307,71295.19271366394,73974.67421942866,True,scanned
20260610_175521_48753422,2506,car,Node1,46354890,71296.48590378485,71814.8382353533,True,scanned
20260610_175521_48753422,2507,car,Node1,46354890,71296.74091861465,71819.66709165696,True,scanned
20260610_175521_48753422,2508,car,Node4,46493064,71299.23304392671,71907.59582719776,True,scanned
20260610_175521_48753422,2509,car,Node1,46354890,71300.28461455207,71819.66709165696,True,scanned
20260610_175521_48753422,2510,shuttle,Bus_start,46477307,71301.16864904432,73976.67421942866,True,scanned
